ID #,Date In,ST,TT,Wheel,Color,ColorName,Brand,Model,Quality,Condition,Status,DateOut,Value,Remarks,,,
440,06/23/11,23,22.75,,0000FF,Blue,Dawes,Atlantic,B,B,Fix for Sale,,,check tires and tubes,,,
446,06/27/11,,,,0000FF,Blue,Diamondback,Outlook,,,Earn a Bike,08/18/11,,,,,
451,06/13/11,17.5,20.5,,0000FF,Blue,Trek,Mountain Track,A,D,,,,,,,
452,06/13/11,21,21,,0000FF,Blue,Schwinn,,,,,,,,,,
460,06/13/11,22.5,23,,0000FF,Blue,Schwinn,Ranger,B,B,,,,,,,
468,06/13/11,18,21,,0000FF,Blue,Magna,Glacier Point,C,B,,,,True Spin,,,
469,06/20/11,20,20,,0000FF,Blue,Magna,Glacier Point,,,,,,,,,
474,06/11/11,20.5,,,0000FF,Blue,Gary Fisher,Cobra,B,B,,,,Frame,,,
483,06/18/11,17.5,22,,0000FF,Blue,Raleigh,M50,B,C,As-is,07/02/11,60,As-is 60,,,
484,06/20/11,26,23,,0000FF,Blue,Schwinn,Continental II,,,,,,,,,
486,06/20/11,21,23,,0000FF,Blue,SR,Grand Touring,,,As-is,07/16/11,,,,,
487,07/02/11,19,21,630,0000FF,Blue,Nishiki,Olympic 12,A,A,Earn a Bike,07/14/11,,,,,
495,07/07/11,13,20,,0000FF,Blue,Schwinn,Sierra,A,C,,,,,,,
498,07/07/11,19,21,,0000FF,Blue,Ross,,A,C,,,,, rack, speedometer, generator & light
500,07/07/11,6,20.5,559,0000FF,Blue,Schwinn,,B,B,,,,,,,
501,07/07/11,7,19,507,0000FF,Blue,Huffy,Tundra,A,A,,,,,,,
504,08/20/11,,,,0000FF,Blue,Schwinn,,,,As-is,08/20/11,,,,,
506,07/07/11,5,21,,0000FF,Blue,Huffy,Ultima,A,C,Scrap,08/01/11,,,,,
512,07/11/11,,,,0000FF,Blue,Mongoose,MOTIVATOR,,,,,,,,,
513,07/11/11,16,21,559,0000FF,Blue,Specialized,Hard Rock,A,A,,,,,,,
515,07/09/11,54CM,59CM,,0000FF,Blue,Panasonic,Sport 501,A,A,As-is,09/08/11,,,,,
517,07/11/11,14,21,,0000FF,Blue,Giant,SEDONA,B,F,,,,,,,
526,07/11/11,16,20,559,0000FF,Blue,Free Spirit,Tourney,B,B,,,,,,,
529,07/14/11,18,21,,0000FF,Blue,Diamondback,Ascent,C,F,,,,,,,
530,07/14/11,23,23,,0000FF,Blue,Schwinn,Sierra,B,F,,,,,,,
530,07/14/11,17,20,,0000FF,Blue,Panasonic,Sport 300,C,F,,,,,,,
533,07/14/11,13,18.5,,0000FF,Blue,,,B,F,,,,,,,
536,07/14/11,10,18.5,559,0000FF,Blue,Schwinn,Frontier,A,A,Youth,07/28/11,,,,,
538,07/14/11,,,630,0000FF,Blue,Trek,7000,,B,As-is,07/14/11,,,,,
539,07/16/11,23.5,23.5,622,0000FF,Blue,Mongoose,Crossway 450,A,A,As-is,08/18/11,,,,,
540,07/16/11,,,,0000FF,Blue,Giant,chinook,,,,,,,,,
542,07/18/11,12,18,406,0000FF,Blue,Raleigh,Quadrangle,,,,,,,,,
544,07/18/11,22,33,406,0000FF,Blue,Mongoose,,,,,,,,,,
547,07/18/11,9,21,559,0000FF,Blue,Schwinn,Traveler III,,,,,,,,,
548,07/18/11,12,13,406,0000FF,Blue,Schwinn,Starlet,,,,,,,,,
550,07/18/11,11,18,406,0000FF,Blue,Pacific,,,,Scrap,08/08/11,,,,,
560,07/18/11,15,21,507,0000FF,Blue,GT,Terra ,,,,,,,,,
562,07/23/11,,,305,0000FF,Blue,Sea Star,,A,A,,,,,,,
568,07/23/11,,,203,0000FF,Blue,Trek,mountain cub,,B,,,,,,,
693,07/23/11,,,305,0000FF,Blue,Mongoose,AC2000/child lachon,,,,,,,,,
696,07/18/11,,,,0000FF,Blue,Roadmaster,Elevation,,,,,,,,,
702,,,,630,0000FF,Blue,Puch,Classic,,,,,,,,,
704,07/23/11,22,22.5,507,0000FF,Blue,Alpine,,,,,,,,,,
705,07/23/11,15,21.5,,0000FF,Blue,Raleigh,,A,A,,,,,,,
709,07/23/11,20.5,21.5,559,0000FF,Blue,Diamondback,,B,C,,,,,,,
719,07/28/11,15,20,507,0000FF,Blue,MGX,DXR,A,C,,,,,,,
724,,20,21,559,0000FF,Blue,Diamondback,Outlook,,,,,,,,,
726,08/01/11,19,22,559,0000FF,Blue,Mongoose,Hilltopper,B,B,Earn a Bike,08/27/11,,,,,
726,07/25/11,,,,0000FF,Blue,Gary Fisher,Capitola,,,,,,,,,
730,08/01/11,18,21,559,0000FF,Blue,Huffy,Blades,C,B,As-is,08/25/11,,,,,
742,08/04/11,19,22,559,0000FF,Blue,Huffy,Helios,C,B,Scrap,08/29/11,,,,,
746,08/04/11,18,20,559,0000FF,Blue,Roadmaster,Mt. Sport,,,,,,,,,
749,08/08/11,22,21,630,0000FF,Blue,Schwinn,World Tourist,,,,,,,,,
750,08/08/11,18,22,559,0000FF,Blue,Nishiki,Arroyo,,,Fix for Sale,09/08/11,,,,,
753,08/08/11,17,21,559,0000FF,Blue,Schwinn,Frontier,,,,,,,,,
756,08/08/11,18,20.5,559,0000FF,Blue,Univega,Rover,,,As-is,08/13/11,,,,,
762,08/10/11,,,,0000FF,Blue,Magna,Shale 1010,,,,,,,,,
765,08/10/11,,,,0000FF,Blue,Schwinn,World ,,,As-is,10/08/11,40,40,,,
767,08/13/11,,,,0000FF,Blue,Huffy,Maxx,,,,,,,,,
770,08/12/11,,,,0000FF,Blue,Nishiki,,,,,,,,,,
774,08/12/11,,,,0000FF,Blue,Maui and Sons,,,,Scrap,10/18/11,,,,,
780,08/12/11,,,,0000FF,Blue,Murray,Whiplash,,,Scrap,08/29/11,,,,,
783,08/13/11,,,,0000FF,Blue,Magna,Mud Shark,,,,,,,,,
786,08/22/11,17”,20.25”,507,0000FF,Blue,Magna,Great Divide DH1 ,B,C,,,,,,,
787,08/13/11,,,,0000FF,Blue,Next,Power Climber,,,Scrap,10/08/11,,,,,
789,08/13/11,,,,0000FF,Blue,Next,Elevation,,,Scrap,08/15/11,,,,,
790,08/13/11,,,,0000FF,Blue,Next,Elevation,,,Scrap,08/15/11,,,,,
793,08/13/11,,,,0000FF,Blue,Murray,Dazzle,,,,,,,,,
795,08/13/11,,,,0000FF,Blue,Magna,Road Warrior,,,Scrap,09/12/11,,,,,
800,08/12/11,,,,0000FF,Blue,Micargi,Dragon,,,,,,,,,
806,08/13/11,,,,0000FF,Blue,Diamondback,Sorrento,,,,,,,,,
809,08/13/11,,,,0000FF,Blue,Diego,To the Rescue,,,,,,,,,
822,08/13/11,,,,0000FF,Blue,Magna,Dagger,,,Scrap,08/15/11,,,,,
825,08/13/11,,,,0000FF,Blue,Schwinn,Le Tour,,,,,,,,,
826,08/13/11,,,,0000FF,Blue,Schwinn,,,,Scrap,08/15/11,,,,,
827,08/13/11,,,,0000FF,Blue,Schwinn,,,,,,,,,,
834,08/15/11,17,20,559,0000FF,Blue,Roadmaster,Mt. Furi,C,B,Scrap,08/29/11,,,,,
840,08/18/11,18,22,559,0000FF,Blue,Pacific,Kodiak,B,B,,,,,,,
846,08/18/11,15,20,559,0000FF,Blue,Mongoose,DX 3.1,B,C,,,,,,,
853,08/20/11,21,21,630,0000FF,Blue,Specialized,Crossroads,A,A,As-is,08/20/11,,,,,
859,08/20/11,16,23,559,0000FF,Blue,Pacific,Evolution,C,C,,,,,,,
861,08/20/11,21,21,,0000FF,Blue,Pinnacle,,C,B,Scrap,09/12/11,,,,,
867,08/22/11,25,22,630,0000FF,Blue,Fuji,Dynamic 10,B,B,As-is,09/01/11,,,,,
868,08/22/11,14,20,507,0000FF,Blue,Giant,Awesome MtB ,C,C,,,,,,,
871,08/25/11,21,22.5,559,0000FF,Blue,Supergo,,A,C,,,,,,,
880,09/17/11,18,21,559,0000FF,Blue,Iron Horse,Maverick 1.2,B,A,Fix for Sale,09/21/11,90,90,,,
886,10/01/11,18,23,559,0000FF,Blue,Huffy,Good Vibrations,C,A,As-is,10/01/11,20,20,,,
893,10/08/11,,,559,0000FF,Blue,Next,,D,A,As-is,10/08/11,,,,,
908,08/15/11,20,22,559,0000FF,Blue,Diamondback,Wildwood City,B,C,,,,,,,
913,09/15/11,19,23.5,590,0000FF,Blue,Sears,,C,B,,,,,,,
928,09/26/11,23,22.5,559,0000FF,Blue,Trek,900,B,C,,,,,,,
930,09/22/11,19,22,507,0000FF,Blue,Roadmaster,,C,D,,,,,,,
934,09/29/11,,,,0000FF,Blue,,Free,,,,,,,,,
936,09/29/11,19.5,21,630,0000FF,Blue,Ecouzle,Sos Uece,,,,,,,,,
937,09/30/11,,,559,0000FF,Blue,Autobike,Classic,A,B,,,,,,,
938,10/01/11,26,22.5,622,0000FF,Blue,Lotus,Challenger,A,B,Earn a Bike ,,,,,,
942,10/03/11,19,20,630,0000FF,Blue,Concord,Pacer,B,,As-is,07/10/13,16,2 hours,,,
946,10/10/11,17,19.5,507,0000FF,Blue,Giant,Rincon,B,D,,,,,,,
947,10/10/11,21,22.5,559,0000FF,Blue,Diamondback,Wildwood,,,,,,,,,
948,10/10/11,22.5,22,622,0000FF,Blue,J Vittoria,,B,C,,,,,,,
961,10/22/11,20.5,22,597,0000FF,Blue,Schwinn,Speedster,B,B,Earn a Bike ,,,,,,
965,10/26/11,21.5,23,559,0000FF,Blue,Diamondback,Outlook,B,B,,,,,,,
976,09/01/11,14.5,,559,0000FF,Blue,Giant,Sedona CS,,,Earn a Bike,09/15/11,,,,,
982,02/19/11,21,21.5,622,0000FF,Blue,Trek,1100,A,D,Earn a Bike,11/26/11,64,64,,,
983,06/27/11,,,,0000FF,Blue,Schwinn,Crisscross,,,As-is,10/27/11,40,40,,,
986,06/27/11,,,,0000FF,Blue,Trek,Mtn track 820,,,Fix for Sale,06/30/11,91,91,,,
987,02/19/11,,,559,0000FF,Blue,Jamis,Explorer xv,B,D,As-is,09/20/11,40,40,,,
988,06/27/11,,,,0000FF,Blue,Schwinn,Mega Runner,,,Fix for Sale,10/06/11,69,69,,,
992,06/27/11,,,,0000FF,Blue,Sears,,,,As-is,01/14/12,1,1,,,
1071,03/25/12,25,22.5,630,0000FF,Blue,Schwinn,Wind sport,C,C,As-is,03/25/12,40,40,,,
1073,03/04/12,25.5,22.5,630,0000FF,Blue,Raleigh,Grand Prix,B,B,As-is,03/25/12,,,,,
1136,01/07/12,19.5,21,630,0000FF,Blue,Takara,Deluxe Touring,C,D,As-is,03/30/12,30,30, light,,
1176,01/07/12,21,21,630,0000FF,Blue,Citon,Citon,D,D,As-is,04/02/12,20,20,,,
1193,11/12/11,19,21.5,559,0000FF,Blue,Huffy,Zurich FS,C,A,As-is,04/07/12,35,35,,,
35,02/19/11,11,,,00FF00,Green,Haro,Primo,A,B,Fix for Sale,,8,Fix for Sale8,,,
54,02/19/11,19,,630,00FF00,Green,Schwinn,Varsity,C,C,,,,,,,
68,02/19/11,21,,,00FF00,Green,Diamondback,Expert,B,F,Earn a Bike ,,72,Earn a Bike72,,,
94,02/19/11,25,,,00FF00,Green,,Freestyle,C,C,,,,,,,
97,02/19/11,17,,559,00FF00,Green,Raleigh,City Sport,B,C,Fix for Sale,,62,Fix for Sale401 - 62,,,
113,02/19/11,20,,559,00FF00,Green,Bridgestone,NB26,B,D,Earn a Bike,07/09/11,,,,,
133,02/19/11,20,,590,00FF00,Green,Free Spirit,Greenbriar,D,B,Scrap,07/16/11,,,,,
141,02/19/11,20,,622,00FF00,Green,Mongoose,Crossway 250,B,C,As-is,07/02/11,56,As-is 56,,,
147,02/19/11,0,,,00FF00,Green,AMF,Roadmaster,C,B,Scrap,04/04/11,,,,,
150,02/19/11,20,,559,00FF00,Green,Hampton,Cruiser,C,B,As-is,07/10/13,,,,,
153,02/20/11,19,,559,00FF00,Green,Giant,Iguana,C,D,,,,,,,
159,02/26/11,18,,,00FF00,Green,Schwinn,Varsity,C,C,Youth,07/11/13,,Positive Spin?,,,
163,02/26/11,21,,559,00FF00,Green,Schwinn,Mirada Sport,C,B,Fix for Sale,,107,Fix for Sale161 - 107,,,
205,03/19/11,19,,559,00FF00,Green,Huffy,Blades,C,B,As-is,07/10/13,,,,,
222,03/27/11,20,,559,00FF00,Green,Specialized,Stump Jumper,A,B,Fix for Sale,,167,167,,,
225,03/31/11,0,,,00FF00,Green,Roadmaster,,,,As-is,04/23/11,,,,,
230,03/31/11,0,,,00FF00,Green,Murray,Monterey,,,Scrap,04/04/11,,,,,
235,03/31/11,0,,,00FF00,Green,Magna,Northern Ridge,,,Buildathon,07/10/13,,,,,
240,03/31/11,0,,,00FF00,Green,Diamondback,Outlook,,,,,,,,,
243,03/31/11,0,,,00FF00,Green,Huffy,Manitoba,,,Scrap,05/16/11,,Possibly tagged positive spin?,,,
254,,,,559,00FF00,Green,Raleigh,Serengen,,,,,,,,,
269,,,,,00FF00,Green,GT,Palomar,C,D,,,,Keep,,,
271,04/03/11,,,,00FF00,Green,Nishiki,,,,Earn a Bike,,,Earn a Bike,,,
273,04/11/11,,,,00FF00,Green,Trek,7000,,,Earn a Bike,05/14/11,,,,,
280,04/11/11,18,22,559,00FF00,Green,Trek,Mountain Track,B,A,As-is,04/14/11,90,As-is 90 cash,,,
296,06/30/11,,,,00FF00,Green,Huffy,,,,Scrap,08/15/11,,,,,
310,4/21/2011,17.5,22,559,00FF00,Green,Pacific,Quasar,D,D,Scrap,07/16/11,,,,,
321,05/05/11,18,22,559,00FF00,Green,,,C,B,,,,,,,
326,05/04/11,14,21,559,00FF00,Green,Raleigh,Althon,B,A,Earn a Bike,,,,,,
328,05/14/11,16.5,19,305,00FF00,Green,,Nobly,,,As-is,07/10/13,,Volunteer Hours,,,
428,06/20/11,19,22,559,00FF00,Green,Nishiki,Pablo,,,,,,,,,
457,06/13/11,21,21,,00FF00,Green,Peugeot,,C,F,Earn a Bike,,,Earn a Bike abandoned,,,
465,06/13/11,17,21,,00FF00,Green,,,C,F,,,,, Crate,,
470,06/13/11,20,22,,00FF00,Green,Huffy,Blades,C,D,Scrap,08/29/11,,,,,
471,06/13/11,,,,00FF00,Green,Explorer,Free Spirit,C,D,,,,,,,
472,06/20/11,21,19,,00FF00,Green,Free Spirit,Explorer,,,,,,,,,
478,06/18/11,14.5,18.5,507,00FF00,Green,Diamondback,Octane24,B,A,,,,,,,
480,06/18/11,19,21.5,,00FF00,Green,Diamondback,Outlook,B,C,,,,,,,
497,07/07/11,13,20.5,559,00FF00,Green,Quest,Crestwood,A,A,Scrap,08/29/11,,,,,
508,07/09/11,,,,00FF00,Green,Schwinn,Super Sport,B,C,As-is,08/18/11,,,,,
518,07/11/11,7.5,19.5,559,00FF00,Green,Nishiki,Blazer,A,A,Youth,07/28/11,,,,,
537,07/14/11,15.5,20,559,00FF00,Green,FS Elite,Grand Teton,A,B,As-is,07/28/11,,,,,
717,07/28/11,21.5,22.5,559,00FF00,Green,Huffy,Rock Trail,B,C,Scrap,08/29/11,,,,,
731,08/08/11,18,21,559,00FF00,Green,Diamondback,Outlook,B,B,,,,,,,
735,08/04/11,17,20,507,00FF00,Green,Huffy,,C,A,,,,,,,
759,08/08/11,21,23,,00FF00,Green,,,A,F,,,,,,,
769,08/13/11,,,,00FF00,Green,Diamondback,Outlook,,,As-is,08/13/11,,,,,
775,08/12/11,,,,00FF00,Green,Murray,Ultra Terrain ,,,Scrap,08/29/11,,,,,
777,08/12/11,,,,00FF00,Green,Pacific,Venom,,,,,,,,,
835,08/15/11,21,28.5,559,00FF00,Green,Schwinn,Woodlands,B,C,,,,,,,
846,08/18/11,18,21,559,00FF00,Green,Huffy,Blades,C,B,Scrap,08/29/11,,,,,
848,08/18/11,16,22,507,00FF00,Green,Huffy,Bahama Girl,D,C,Scrap,10/08/11,,,,,
857,08/20/11,19,22,559,00FF00,Green,Schwinn,Collegiate,B,B,,,,,,,
864,08/22/11,17,22,599,00FF00,Green,Planet Earth,Epsilon,D,D,Scrap,10/15/11,,,,,
866,08/22/11,18,22,,00FF00,Green,GT,Timberline,A,B,As-is,08/25/11,,,,,
883,09/09/01,,,630,00FF00,Green,Schwinn,World Sport,,,As-is,09/30/11,60,60,,,
894,10/01/11,21.5,19,559,00FF00,Green,Trek,820 Mountain Track,B,B,Earn a Bike,10/13/11,70,70,,,
898,08/15/11,,,406,00FF00,Green,Magna,,C,A,,,,,,,
902,09/03/11,16,21,559,00FF00,Green,Schwinn,Classic Cruiser,D,D,,,,,,,
910,09/12/11,19,22,559,00FF00,Green,Schwinn,High Plains,B,C,As-is,09/17/11,40,40,,,
943,10/08/11,,,630,00FF00,Green,Schwinn,Varsity,C,F,Earn a Bike ,,,?? or Scrap? Unclear,,,
956,10/20/11,20,22.75,559,00FF00,Green,Specialized,Rock Hopper,B,C,,,,,,,
980,08/29/11,,,559,00FF00,Green,Schwinn,,,,Earn a Bike,08/20/11,40,40,,,
1208,03/31/12,20,22,622,00FF00,Green,Wheeler,4300,B,C,As-is,04/07/12,60,60,,,
1211,04/07/12,16,20,559,00FF00,Green,Iron Horse,MT 100,B,C,As-is,04/07/12,30,30,,,
1,02/17/11,19,,630,7F0000,Maroon,Univega,Safari Ten,B,B,,,,,,,
51,02/19/11,19,,,7F0000,Maroon,Schwinn,Free Spirit,C,C,Fix for Sale,,99,Fix for Sale99,,,
56,02/19/11,21,,559,7F0000,Maroon,Huffy,Kensington,D,B,As-is,07/10/13,20,,,,
101,02/19/11,15.5,,559,7F0000,Maroon,Jamis,Cross Country,B,C,,,,,,,
116,02/19/11,18,,630,7F0000,Maroon,Free Spirit,Brittany,C,C,,,,,,,
258,04/02/11,,,,7F0000,Maroon,Trek,Singletrack,,,Earn a Bike,05/23/11,,,,,
334,05/16/11,,,,7F0000,Maroon,Magna,Excitor,,,,,,,,,
424,03/11/11,23,22.5,630,7F0000,Maroon,Raleigh,Olympian,A,F,,,,Frame,,,
463,06/13/11,22,22,,7F0000,Maroon,Schwinn,Traveler,B,C,,,,,,,
466,06/13/11,18,20,,7F0000,Maroon,Quest,,B,F,,,,,,,
485,06/20/11,21,20,,7F0000,Maroon,Kent,Nottingham,,,,,,,,,
699,08/02/11,,,559,7F0000,Maroon,Schwinn,Maximizer,,,,,,,,,
700,07/18/11,,,,7F0000,Maroon,Schwinn,Maximizer,,,As-is,07/28/11,,,,,
758,07/25/11,23,22.5,,7F0000,Maroon,Raleigh,Olympian,,,Earn a Bike,08/13/11,,,,,
764,08/10/11,,,,7F0000,Maroon,Open Road,Position,,,Scrap,08/29/11,,,,,
869,08/15/11,17,20,507,7F0000,Maroon,Magna,Great Divide DH1 ,B,C,Scrap,09/12/11,,,,,
887,09/12/11,20,27,630,7F0000,Maroon,Concord,,C,C,As-is,10/01/11,64,64,,,
952,10/10/11,17,21,559,7F0000,Maroon,Diamondback,Wildwood,B,B,,,,rusty bars,,,
966,10/26/11,19.5,21.5,630,7F0000,Maroon,Murray,,D,B,,,,,,,
64,02/19/11,18,,,7F007F,Purple,Nishiki,Bravo,C,D,Scrap,08/01/11,,,,,
72,02/19/11,19,,559,7F007F,Purple,Giant,Boulder 520,B,C,Earn a Bike,,,,,,
99,02/19/11,18,,559,7F007F,Purple,Diamondback,,B,C,,,,Rack,,,
143,02/19/11,18,,,7F007F,Purple,Raleigh,Capri,C,C,,,,,,,
145,02/19/11,21,,559,7F007F,Purple,Giant,Iguana 630,B,B,,,,,,,
198,03/17/11,14,,,7F007F,Purple,Mongoose,,D,C,,,,,,,
207,03/21/11,0,,559,7F007F,Purple,Pacific,Trail Blazer,C,C,As-is,07/10/13,,,,,
214,02/19/11,17,,559,7F007F,Purple,Trek,Mountain Track,B,C,Youth,07/16/11,,Verify sticker number,,,
223,03/31/11,17,,559,7F007F,Purple,Giant,Butte,,,Fix for Sale,06/04/11,,,,,
238,03/31/11,0,,,7F007F,Purple,Murray,Backtrack,,,Youth,07/14/13,,Positive Spin. Brian to take home,,,
246,,,,,7F007F,Purple,Huffy,Santa Fe,,,As-is,07/10/13,20,,,,
322,05/05/11,19,21,559,7F007F,Purple,Murray,Explorer,C,B,,,,,,,
335,05/20/11,,,,7F007F,Purple,Rand,LaCrusin,,,Youth,07/16/11,,,,,
340,05/07/11,,,559,7F007F,Purple,Diamondback,Outlook,,,,,,,,,
381,05/30/11,,,,7F007F,Purple,Huffy,Sioux Falls,C,C,Youth,07/16/11,,,,,
401,06/04/11,15,19,,7F007F,Purple,Rally,PretyLady,B,B,,,,,,,
410,06/06/11,17,22,,7F007F,Purple,Raleigh,M20,B,C,Fix for Sale,10/12/11,80,80,,,
413,06/06/11,17,21,,7F007F,Purple,GT,Talore,,,,,,,,,
444,06/27/11,,,,7F007F,Purple,Schwinn,Sprint,,,,,,,,,
481,06/18/11,17.5,20.5,,7F007F,Purple,Magna,Zanzibar,C,B,,,,,,,
490,07/07/11,9,20,630,7F007F,Purple,Puch,Pathfinder,A,B,,,,,,,
543,07/18/11,11,16,406,7F007F,Purple,Pacific,Synergy,,,,,,,,,
563,07/23/11,17,24,406,7F007F,Purple,Raleigh,Mt. Peak,B,B,,,,, bent fork,,
701,07/18/11,,,,7F007F,Purple,Bikeline,M2400,,,As-is,07/28/11,,,,,
740,08/04/11,17.5,20,507,7F007F,Purple,Raleigh,Coyote Pass,C,C,,,,,,,
743,08/04/11,17,20,507,7F007F,Purple,Huffy,Leading Edge,C,B,,,,,,,
772,08/13/11,,,,7F007F,Purple,Pacific,,,,As-is,08/20/11,,,,,
778,08/12/11,,,,7F007F,Purple,Roadmaster,Sport,,,As-is,08/15/11,,,,,
782,08/12/11,,,,7F007F,Purple,Magna,Zip Drive,,,As-is,08/20/11,,,,,
784,08/20/11,,,,7F007F,Purple,Pacific,Electra,,,As-is,08/20/11,,,,,
803,08/12/11,,,,7F007F,Purple,Magna,High Fashion,,,,,,,,,
810,08/13/11,,,,7F007F,Purple,Quest ,,,,,,,,,,
811,08/13/11,,,,7F007F,Purple,Murray,Malibu,,,Scrap,08/19/11,,,,,
812,08/13/11,,,,7F007F,Purple,Trek,Mountain Track,,,,,,,,,
818,08/13/11,,,,7F007F,Purple,Murray,Explorer,,,Scrap,08/15/11,,,,,
819,08/13/11,,,,7F007F,Purple,Murray,Explorer,,,Scrap,08/15/11,,,,,
829,08/15/11,19,22,599,7F007F,Purple,Roadmaster,,C,C,,,,,,,
830,08/15/11,11,14.5,,7F007F,Purple,Murray,Kiki,C,B,Scrap,09/12/11,,,,,
837,08/15/11,,,406,7F007F,Purple,Schwinn,Deelite,B,A,,,,,,,
839,08/18/11,17,18.5,507,7F007F,Purple,Magna,Mtn Tamer,B,A,,,,,,,
847,08/18/11,16,21,559,7F007F,Purple,Pacific,Cachet,B,D,,,,,,,
856,08/20/11,11,16,355,7F007F,Purple,Huffy,Dazzle Jazz,C,C,,,,,,,
858,08/20/11,11,15,355,7F007F,Purple,Huffy,Disney Princess,C,C,Scrap,09/12/11,,,,,
895,10/10/11,17.5,21,559,7F007F,Purple,Diamondback,Wildwood,B,B,As-is,10/15/11,62,62,,,
906,08/15/11,21,32,622,7F007F,Purple,Gary Fisher,Wahoo,A,C,,,,,,,
912,09/12/11,20,222,559,7F007F,Purple,Raleigh,,C,D,,,,,,,
34,02/19/11,21,,630,A52A2A,Brown,Schwinn,Suburban,C,C,,,,Rack,,,
104,02/19/11,24,,630,A52A2A,Brown,Schwinn,Continental,C,C,,,,Caroline reserved for Juan. Rack,,,
120,02/19/11,20,,559,A52A2A,Brown,,,B,F,,,,,,,
128,02/19/11,20,,590,A52A2A,Brown,Sears (Austria),,C,C,,,,,,,
129,02/19/11,20,,590,A52A2A,Brown,,,C,D,Earn a Bike ,,32,Earn a Bike32,,,
148,02/19/11,22,,590,A52A2A,Brown,Sears,,D,C,As-is,07/10/13,,,,,
152,02/19/11,22,,590,A52A2A,Brown,Rollfast,Starlight,D,C,Scrap,04/04/11,,,,,
202,03/17/11,18.5,,590,A52A2A,Brown,Schwinn,Collegiate,C,B,Scrap,04/04/11,,,,,
204,03/16/11,20,,630,A52A2A,Brown,Schwinn,Suburban,C,B,Fix for Sale,04/14/11,66,Sold 55 Cash,,,
216,02/19/11,24,,630,A52A2A,Brown,Schwinn,Sprint,C,B,,,,Caroline reserved for Juan,,,
220,03/31/11,0,,,A52A2A,Brown,Open Road,Fitness Cycle,D,,Scrap,04/04/11,,Coaster brake,,,
431,06/20/11,23.75,23,630,A52A2A,Brown,Raleigh,,C,C,Earn a Bike,,,,,,
432,06/20/11,23,22,630,A52A2A,Brown,,,B,F,,,,Frame,,,
531,As-is,21,21,,A52A2A,Brown,Concord,Deluxe,C,F,,,,,,,
545,07/18/11,24,24,630,A52A2A,Brown,Stella,,,,,,,,,,
692,07/25/11,22,22,630,A52A2A,Brown,Ross,Professional,A,A,,,,,,,
815,08/13/11,,,,A52A2A,Brown,Raleigh,,,,,,,,,,
955,10/20/11,20.5,22,590,A52A2A,Brown,Raleigh,Sports,D,C,,,,,,,
970,06/30/11,,,,A52A2A,Brown,,,,,Scrap,08/20/11,,,,,
974,06/27/11,,,,A52A2A,Brown,Schwinn,Continental,,,Scrap,07/09/11,,,,,
6,02/17/11,13,,,C0C0C0,Silver,Gary Fisher,Mt Jam,B,C,,,,,,,
19,02/19/11,23,,630,C0C0C0,Silver,Bridgestone,Road Man,C,C,,,,Japanese Market,,,
55,02/19/11,19,,559,C0C0C0,Silver,Specialized,Hard Rock,B,C,As-is,04/28/11,,no wheels,,,
71,02/19/11,16,,559,C0C0C0,Silver,KHS,Westwood,C,C,Earn a Bike,05/26/11,,,,,
74,02/19/11,22.5,,630,C0C0C0,Silver,Schwinn,Le Tour,B,C,,,,Rack-rear,,,
86,02/19/11,14,,622,C0C0C0,Silver,Specialized,Cross Roads,B,B,,,,,,,
126,02/19/11,0,,,C0C0C0,Silver,,Ultralight,B,B,,,,,,,
132,02/19/11,21,,590,C0C0C0,Silver,Sears,Fleetwood,D,C,Scrap,04/04/11,,,,,
151,02/19/11,20,,630,C0C0C0,Silver,Ross,Euro-tour,D,C,Scrap,04/04/11,,,,,
192,03/17/11,11,,,C0C0C0,Silver,GT,Dyno,,,,,,No seatpost or saddle,,,
196,03/16/11,20,,559,C0C0C0,Silver,Columbia,Air Rider,D,C,Fix for Sale,07/10/13,76,76,,,
234,03/31/11,0,,,C0C0C0,Silver,Vertical,X69000,,,,,,,,,
270,,,,,C0C0C0,Silver,GT,Robinson,B,C,,,,,,,
284,04/11/11,16,21,559,C0C0C0,Silver,Roadmaster,Mt Sport SX,C,B,,,,,,,
300,5/1/2011,23,22.75,630,C0C0C0,Silver,Schwinn,Voyager,B,B,Fix for Sale,,118,118,,,
324,05/05/11,,,,C0C0C0,Silver,Schwinn,Le Tour,,,Earn a Bike,05/26/11,,,,,
325,05/05/11,6,21,630,C0C0C0,Silver,Fuji,Sports12,,,Earn a Bike,08/11/11,,,,,
365,05/22/11,,,559,C0C0C0,Silver,Raleigh,M50,A,C,,,,,,,
405,06/04/11,17,21,,C0C0C0,Silver,Huffy,,D,D,,,,,,,
440,06/23/11,22,21,,C0C0C0,Silver,made in Japan,,,,,,,Frame,,,
473,07/02/11,,,,C0C0C0,Silver,,,,,,,,,,,
492,07/07/11,13,20,,C0C0C0,Silver,Schwinn,MOAB,A,C,,,,,,,
494,07/07/11,13,16,,C0C0C0,Silver,Magna,Excitor,A,C,,,,,,,
496,07/07/11,18,20,,C0C0C0,Silver,,,A,C,,,,,,,
503,07/07/11,16,22,559,C0C0C0,Silver,Schwinn,SIERRA,A,A,,,,,,,
519,07/11/11,19,20.5,,C0C0C0,Silver,Schwinn,Varsity,A,F,As-is,08/06/11,,,,,
521,07/11/11,23,23,,C0C0C0,Silver,Schwinn,Free Spirit,,,,,,,,,
